Order Date,Ship Date,Order ID,Sales Channel,Order Priority,Product ID,Product Category,Product Name,Unit Cost ($),Unit Price ($),Customer ID,Customer Name,Customer Segment,Country,Region,City,Quantity,Gross Sales ($),Discount %,Discount Amount ($),Net Sales ($),Total Cost ($),Gross Profit ($),Profit Margin %,Shipping Cost ($),Ship Mode,Delivery Status,Customer Rating
10-08-2024,12-08-2024,BE-11179,In-Store,Medium,PROD-MOB-53,Mobile,Alpha Lite,150.0,349.0,CUST-130,Customer 130,Consumer,Japan,APAC,Tokyo,8,2792.0,20.0%,558.40,2233.60,1200.00,1033.60,46.3%,20.72,Express,Delivered,5
09-01-2025,11-01-2025,BE-11180,In-Store,Critical,PROD-WEA-93,Wearables,Aura Smart Ring,70.0,199.0,CUST-566,Customer 566,Consumer,USA,NA,Los Angeles,5,995.0,15.0%,149.25,845.75,350.00,495.75,58.6%,16.24,Express,Delivered,5
09-11-2025,11-11-2025,BE-11181,Distributor,Medium,PROD-SMA-90,Smart Home,Omni Speaker,25.0,69.0,CUST-881,Customer 881,Education,UK,EMEA,London,7,483.0,0.0%,0.00,483.00,175.00,308.00,63.8%,26.82,Express,Delayed,5
09-03-2025,14-03-2025,BE-11182,In-Store,Medium,PROD-COM-14,Computing,Pro Monitor 27,120.0,279.0,CUST-414,Customer 414,Consumer,France,EMEA,Paris,9,2511.0,0.0%,0.00,2511.00,1080.00,1431.00,57.0%,22.93,Express,Delivered,5
01-03-2025,04-03-2025,BE-11183,In-Store,Medium,PROD-COM-33,Computing,Apex Desktop,750.0,1599.0,CUST-457,Customer 457,Corporate,Australia,APAC,Sydney,9,14391.0,20.0%,2878.20,11512.80,6750.00,4762.80,41.4%,43.28,Overnight,Delivered,4
04-07-2024,05-07-2024,BE-11184,Distributor,Critical,PROD-AUD-71,Audio,NeoBuds Pro,45.0,120.0,CUST-900,Customer 900,Consumer,USA,NA,Los Angeles,6,720.0,5.0%,36.00,684.00,270.00,414.00,60.5%,24.44,Overnight,Delivered,5
16-11-2025,23-11-2025,BE-11185,Online,Critical,PROD-COM-89,Computing,Titan Laptop,600.0,1299.0,CUST-279,Customer 279,Consumer,USA,NA,New York,4,5196.0,5.0%,259.80,4936.20,2400.00,2536.20,51.4%,19.17,Express,Delivered,5
22-02-2025,24-02-2025,BE-11186,Online,High,PROD-COM-90,Computing,Apex Desktop,750.0,1599.0,CUST-243,Customer 243,Consumer,USA,NA,Los Angeles,8,12792.0,0.0%,0.00,12792.00,6000.00,6792.00,53.1%,27.64,Standard,Delivered,2
23-12-2025,25-12-2025,BE-11187,Online,Medium,PROD-SMA-21,Smart Home,Omni Speaker,25.0,69.0,CUST-322,Customer 322,Education,UK,EMEA,London,1,69.0,0.0%,0.00,69.00,25.00,44.00,63.8%,4.74,Express,Delivered,5
17-04-2025,20-04-2025,BE-11188,In-Store,Medium,PROD-WEA-64,Wearables,Aura Smart Ring,70.0,199.0,CUST-934,Customer 934,Education,Brazil,LATAM,Sao Paulo,10,1990.0,10.0%,199.00,1791.00,700.00,1091.00,60.9%,45.01,Overnight,Delivered,5
06-03-2024,09-03-2024,BE-11189,In-Store,Critical,PROD-MOB-22,Mobile,Alpha Lite,150.0,349.0,CUST-246,Customer 246,Corporate,Germany,EMEA,Berlin,1,349.0,0.0%,0.00,349.00,150.00,199.00,57.0%,3.88,Standard,Delivered,5
04-04-2026,07-04-2026,BE-11190,Online,High,PROD-AUD-23,Audio,Aero Headphones,80.0,199.0,CUST-903,Customer 903,Corporate,USA,NA,Los Angeles,3,597.0,0.0%,0.00,597.00,240.00,357.00,59.8%,7.68,Express,Delivered,4
25-07-2024,29-07-2024,BE-11191,Online,Critical,PROD-AUD-28,Audio,Wave Soundbar,110.0,299.0,CUST-216,Customer 216,Education,USA,NA,New York,12,3588.0,15.0%,538.20,3049.80,1320.00,1729.80,56.7%,49.67,Standard,Delayed,5
15-01-2025,17-01-2025,BE-11192,Online,High,PROD-WEA-42,Wearables,FitTrack Watch,50.0,149.0,CUST-702,Customer 702,Consumer,Mexico,LATAM,Mexico City,2,298.0,15.0%,44.70,253.30,100.00,153.30,60.5%,6.56,Express,Delivered,5
09-02-2025,11-02-2025,BE-11193,Distributor,High,PROD-COM-11,Computing,Titan Laptop,600.0,1299.0,CUST-998,Customer 998,Education,India,APAC,Mumbai,10,12990.0,10.0%,1299.00,11691.00,6000.00,5691.00,48.7%,28.54,Express,Delivered,5
20-07-2024,25-07-2024,BE-11194,Distributor,Medium,PROD-COM-64,Computing,Pro Monitor 27,120.0,279.0,CUST-996,Customer 996,Consumer,Germany,EMEA,Berlin,2,558.0,10.0%,55.80,502.20,240.00,262.20,52.2%,7.76,Express,Delivered,5
28-02-2024,03-03-2024,BE-11195,In-Store,Medium,PROD-SMA-57,Smart Home,Beacon Camera,35.0,99.0,CUST-325,Customer 325,Education,France,EMEA,Paris,13,1287.0,10.0%,128.70,1158.30,455.00,703.30,60.7%,43.37,Standard,Delivered,4
20-03-2024,21-03-2024,BE-11196,In-Store,Medium,PROD-SMA-87,Smart Home,Beacon Camera,35.0,99.0,CUST-790,Customer 790,Consumer,Brazil,LATAM,Sao Paulo,9,891.0,0.0%,0.00,891.00,315.00,576.00,64.7%,43.90,Overnight,Delivered,4
26-11-2025,28-11-2025,BE-11197,Distributor,Medium,PROD-AUD-15,Audio,Wave Soundbar,110.0,299.0,CUST-259,Customer 259,Consumer,Brazil,LATAM,Sao Paulo,10,2990.0,15.0%,448.50,2541.50,1100.00,1441.50,56.7%,41.09,Standard,Delivered,5
08-06-2025,12-06-2025,BE-11198,Distributor,High,PROD-MOB-90,Mobile,Quantum Phone X,400.0,899.0,CUST-914,Customer 914,Consumer,Germany,EMEA,Berlin,6,5394.0,5.0%,269.70,5124.30,2400.00,2724.30,53.2%,21.48,Standard,Delivered,5
20-04-2025,27-04-2025,BE-11199,In-Store,Medium,PROD-AUD-66,Audio,Wave Soundbar,110.0,299.0,CUST-447,Customer 447,Consumer,Germany,EMEA,Berlin,8,2392.0,10.0%,239.20,2152.80,880.00,1272.80,59.1%,36.49,Express,Delivered,5
19-02-2026,21-02-2026,BE-11200,Distributor,Medium,PROD-AUD-17,Audio,Wave Soundbar,110.0,299.0,CUST-556,Customer 556,Education,USA,NA,New York,13,3887.0,15.0%,583.05,3303.95,1430.00,1873.95,56.7%,63.46,Standard,Delivered,4
11-10-2025,14-10-2025,BE-11201,Distributor,Medium,PROD-MOB-58,Mobile,Alpha Lite,150.0,349.0,CUST-705,Customer 705,Consumer,UK,EMEA,London,7,2443.0,15.0%,366.45,2076.55,1050.00,1026.55,49.4%,29.21,Overnight,Delivered,4
04-08-2024,09-08-2024,BE-11202,Online,Critical,PROD-WEA-18,Wearables,Aura Smart Ring,70.0,199.0,CUST-813,Customer 813,Education,USA,NA,Los Angeles,14,2786.0,5.0%,139.30,2646.70,980.00,1666.70,63.0%,33.48,Express,Delivered,4
04-08-2025,05-08-2025,BE-11203,Online,Medium,PROD-SMA-82,Smart Home,Beacon Camera,35.0,99.0,CUST-185,Customer 185,Corporate,Mexico,LATAM,Mexico City,5,495.0,5.0%,24.75,470.25,175.00,295.25,62.8%,18.02,Express,Delivered,5
15-02-2024,18-02-2024,BE-11204,Online,Medium,PROD-COM-38,Computing,Titan Laptop,600.0,1299.0,CUST-721,Customer 721,Education,Germany,EMEA,Berlin,6,7794.0,0.0%,0.00,7794.00,3600.00,4194.00,53.8%,25.80,Overnight,Delivered,4
02-01-2026,04-01-2026,BE-11205,Online,Medium,PROD-WEA-16,Wearables,FitTrack Watch,50.0,149.0,CUST-654,Customer 654,Corporate,UK,EMEA,London,7,1043.0,0.0%,0.00,1043.00,350.00,693.00,66.4%,19.61,Express,Delivered,3
12-12-2024,16-12-2024,BE-11206,In-Store,Critical,PROD-WEA-22,Wearables,FitTrack Watch,50.0,149.0,CUST-570,Customer 570,Education,USA,NA,Los Angeles,12,1788.0,10.0%,178.80,1609.20,600.00,1009.20,62.7%,57.92,Express,Delivered,5
05-11-2024,12-11-2024,BE-11207,Online,Low,PROD-AUD-65,Audio,NeoBuds Pro,45.0,120.0,CUST-432,Customer 432,Education,France,EMEA,Paris,14,1680.0,10.0%,168.00,1512.00,630.00,882.00,58.3%,55.74,Express,Delivered,3
27-05-2025,30-05-2025,BE-11208,In-Store,Low,PROD-COM-60,Computing,Apex Desktop,750.0,1599.0,CUST-956,Customer 956,Consumer,Mexico,LATAM,Mexico City,2,3198.0,0.0%,0.00,3198.00,1500.00,1698.00,53.1%,8.70,Overnight,Delivered,4
26-02-2024,28-02-2024,BE-11209,In-Store,Medium,PROD-AUD-79,Audio,NeoBuds Pro,45.0,120.0,CUST-538,Customer 538,Education,India,APAC,Mumbai,7,840.0,20.0%,168.00,672.00,315.00,357.00,53.1%,23.14,Express,Delivered,5
08-01-2026,11-01-2026,BE-11210,In-Store,High,PROD-SMA-84,Smart Home,Omni Speaker,25.0,69.0,CUST-600,Customer 600,Corporate,Brazil,LATAM,Sao Paulo,12,828.0,15.0%,124.20,703.80,300.00,403.80,57.4%,28.06,Overnight,Delivered,4
22-05-2025,25-05-2025,BE-11211,Distributor,High,PROD-COM-10,Computing,Apex Desktop,750.0,1599.0,CUST-831,Customer 831,Consumer,Mexico,LATAM,Mexico City,13,20787.0,5.0%,1039.35,19747.65,9750.00,9997.65,50.6%,48.51,Standard,Delivered,3
16-05-2026,17-05-2026,BE-11212,In-Store,Medium,PROD-AUD-52,Audio,Aero Headphones,80.0,199.0,CUST-380,Customer 380,Consumer,Canada,NA,Toronto,4,796.0,10.0%,79.60,716.40,320.00,396.40,55.3%,12.33,Standard,Delivered,4
24-02-2026,27-02-2026,BE-11213,In-Store,Low,PROD-SMA-40,Smart Home,Beacon Camera,35.0,99.0,CUST-667,Customer 667,Consumer,France,EMEA,Paris,11,1089.0,15.0%,163.35,925.65,385.00,540.65,58.4%,34.93,Standard,Delivered,5
04-09-2025,09-09-2025,BE-11214,In-Store,Medium,PROD-COM-75,Computing,Titan Laptop,600.0,1299.0,CUST-108,Customer 108,Education,Australia,APAC,Sydney,11,14289.0,10.0%,1428.90,12860.10,6600.00,6260.10,48.7%,47.13,Standard,Delayed,3
02-07-2024,08-07-2024,BE-11215,In-Store,Medium,PROD-AUD-76,Audio,NeoBuds Pro,45.0,120.0,CUST-652,Customer 652,Corporate,France,EMEA,Paris,11,1320.0,5.0%,66.00,1254.00,495.00,759.00,60.5%,26.02,Express,Delivered,4
01-06-2026,03-06-2026,BE-11216,In-Store,Critical,PROD-AUD-57,Audio,Wave Soundbar,110.0,299.0,CUST-542,Customer 542,Consumer,France,EMEA,Paris,6,1794.0,5.0%,89.70,1704.30,660.00,1044.30,61.3%,21.89,Standard,Delivered,1
28-10-2024,31-10-2024,BE-11217,In-Store,Low,PROD-SMA-26,Smart Home,Omni Speaker,25.0,69.0,CUST-383,Customer 383,Corporate,France,EMEA,Paris,10,690.0,10.0%,69.00,621.00,250.00,371.00,59.7%,26.98,Overnight,Delivered,5
11-03-2024,14-03-2024,BE-11218,In-Store,Low,PROD-AUD-55,Audio,Aero Headphones,80.0,199.0,CUST-716,Customer 716,Corporate,Brazil,LATAM,Sao Paulo,11,2189.0,0.0%,0.00,2189.00,880.00,1309.00,59.8%,41.81,Standard,Delivered,5
08-02-2026,11-02-2026,BE-11219,In-Store,Medium,PROD-MOB-24,Mobile,Alpha Lite,150.0,349.0,CUST-194,Customer 194,Education,USA,NA,New York,4,1396.0,0.0%,0.00,1396.00,600.00,796.00,57.0%,10.66,Standard,Delivered,5
01-08-2025,08-08-2025,BE-11220,Online,Medium,PROD-AUD-45,Audio,Aero Headphones,80.0,199.0,CUST-491,Customer 491,Education,Japan,APAC,Tokyo,7,1393.0,0.0%,0.00,1393.00,560.00,833.00,59.8%,20.14,Standard,Delivered,3
11-01-2024,15-01-2024,BE-11221,In-Store,Medium,PROD-WEA-29,Wearables,FitTrack Watch,50.0,149.0,CUST-618,Customer 618,Education,UK,EMEA,London,9,1341.0,15.0%,201.15,1139.85,450.00,689.85,60.5%,44.45,Standard,Delivered,3
29-05-2024,04-06-2024,BE-11222,In-Store,Medium,PROD-WEA-89,Wearables,Aura Smart Ring,70.0,199.0,CUST-938,Customer 938,Consumer,Australia,APAC,Sydney,12,2388.0,0.0%,0.00,2388.00,840.00,1548.00,64.8%,52.41,Express,Delivered,5
03-07-2024,05-07-2024,BE-11223,Distributor,High,PROD-COM-12,Computing,Titan Laptop,600.0,1299.0,CUST-357,Customer 357,Corporate,India,APAC,Mumbai,5,6495.0,5.0%,324.75,6170.25,3000.00,3170.25,51.4%,19.29,Standard,Delivered,4
31-01-2024,02-02-2024,BE-11224,Online,Medium,PROD-SMA-72,Smart Home,Beacon Camera,35.0,99.0,CUST-837,Customer 837,Consumer,UK,EMEA,London,4,396.0,15.0%,59.40,336.60,140.00,196.60,58.4%,16.72,Overnight,Delivered,5
15-01-2026,17-01-2026,BE-11225,In-Store,High,PROD-AUD-97,Audio,Wave Soundbar,110.0,299.0,CUST-894,Customer 894,Education,Canada,NA,Toronto,4,1196.0,0.0%,0.00,1196.00,440.00,756.00,63.2%,14.73,Overnight,Delivered,3
25-11-2024,28-11-2024,BE-11226,Distributor,Medium,PROD-WEA-46,Wearables,Aura Smart Ring,70.0,199.0,CUST-743,Customer 743,Education,USA,NA,New York,7,1393.0,15.0%,208.95,1184.05,490.00,694.05,58.6%,32.73,Express,Delayed,4
28-09-2025,29-09-2025,BE-11227,Online,Low,PROD-COM-19,Computing,Pro Monitor 27,120.0,279.0,CUST-507,Customer 507,Corporate,USA,NA,Los Angeles,1,279.0,5.0%,13.95,265.05,120.00,145.05,54.7%,2.47,Overnight,Delivered,4
19-07-2024,22-07-2024,BE-11228,Online,Low,PROD-SMA-92,Smart Home,Beacon Camera,35.0,99.0,CUST-904,Customer 904,Corporate,Mexico,LATAM,Mexico City,8,792.0,0.0%,0.00,792.00,280.00,512.00,64.7%,29.53,Express,Returned,4
09-09-2025,10-09-2025,BE-11229,In-Store,Medium,PROD-COM-79,Computing,Apex Desktop,750.0,1599.0,CUST-360,Customer 360,Corporate,Japan,APAC,Tokyo,10,15990.0,0.0%,0.00,15990.00,7500.00,8490.00,53.1%,32.57,Express,Delivered,5
21-12-2025,25-12-2025,BE-11230,In-Store,Medium,PROD-SMA-38,Smart Home,Omni Speaker,25.0,69.0,CUST-951,Customer 951,Consumer,France,EMEA,Paris,14,966.0,0.0%,0.00,966.00,350.00,616.00,63.8%,42.40,Overnight,Delivered,5
06-10-2025,08-10-2025,BE-11231,Online,Low,PROD-MOB-39,Mobile,Alpha Lite,150.0,349.0,CUST-840,Customer 840,Corporate,Germany,EMEA,Berlin,4,1396.0,5.0%,69.80,1326.20,600.00,726.20,54.8%,13.88,Standard,Delivered,5
18-04-2026,20-04-2026,BE-11232,Distributor,High,PROD-AUD-13,Audio,Wave Soundbar,110.0,299.0,CUST-565,Customer 565,Consumer,Japan,APAC,Tokyo,12,3588.0,0.0%,0.00,3588.00,1320.00,2268.00,63.2%,33.46,Overnight,Delivered,5
24-01-2024,25-01-2024,BE-11233,Distributor,Medium,PROD-COM-54,Computing,Apex Desktop,750.0,1599.0,CUST-745,Customer 745,Consumer,Brazil,LATAM,Sao Paulo,10,15990.0,0.0%,0.00,15990.00,7500.00,8490.00,53.1%,49.67,Standard,Delivered,4
07-05-2026,08-05-2026,BE-11234,In-Store,Medium,PROD-AUD-74,Audio,NeoBuds Pro,45.0,120.0,CUST-461,Customer 461,Consumer,USA,NA,Los Angeles,3,360.0,10.0%,36.00,324.00,135.00,189.00,58.3%,12.19,Standard,Delivered,3
23-04-2024,26-04-2024,BE-11235,In-Store,Medium,PROD-MOB-47,Mobile,Alpha Lite,150.0,349.0,CUST-387,Customer 387,Corporate,Canada,NA,Toronto,13,4537.0,0.0%,0.00,4537.00,1950.00,2587.00,57.0%,39.05,Standard,Delivered,5
05-11-2024,07-11-2024,BE-11236,In-Store,High,PROD-SMA-98,Smart Home,Beacon Camera,35.0,99.0,CUST-509,Customer 509,Corporate,Germany,EMEA,Berlin,14,1386.0,0.0%,0.00,1386.00,490.00,896.00,64.7%,46.61,Overnight,Delivered,4
06-04-2026,08-04-2026,BE-11237,In-Store,Medium,PROD-SMA-25,Smart Home,Beacon Camera,35.0,99.0,CUST-851,Customer 851,Education,UK,EMEA,London,8,792.0,0.0%,0.00,792.00,280.00,512.00,64.7%,36.04,Express,Delivered,5
19-11-2025,26-11-2025,BE-11238,Distributor,Medium,PROD-WEA-41,Wearables,FitTrack Watch,50.0,149.0,CUST-392,Customer 392,Education,UK,EMEA,London,6,894.0,5.0%,44.70,849.30,300.00,549.30,64.7%,21.37,Standard,Delivered,5
01-03-2025,03-03-2025,BE-11239,Online,High,PROD-COM-76,Computing,Titan Laptop,600.0,1299.0,CUST-577,Customer 577,Education,Brazil,LATAM,Sao Paulo,3,3897.0,0.0%,0.00,3897.00,1800.00,2097.00,53.8%,10.25,Express,Delivered,3
31-07-2025,01-08-2025,BE-11240,In-Store,Low,PROD-COM-83,Computing,Apex Desktop,750.0,1599.0,CUST-290,Customer 290,Corporate,USA,NA,Los Angeles,7,11193.0,20.0%,2238.60,8954.40,5250.00,3704.40,41.4%,18.37,Standard,Returned,5
17-03-2024,24-03-2024,BE-11241,In-Store,High,PROD-MOB-67,Mobile,Alpha Lite,150.0,349.0,CUST-400,Customer 400,Corporate,Germany,EMEA,Berlin,7,2443.0,10.0%,244.30,2198.70,1050.00,1148.70,52.2%,19.32,Standard,Delivered,5
21-10-2024,24-10-2024,BE-11242,Online,High,PROD-SMA-57,Smart Home,Beacon Camera,35.0,99.0,CUST-851,Customer 851,Education,Germany,EMEA,Berlin,2,198.0,0.0%,0.00,198.00,70.00,128.00,64.7%,4.66,Standard,Delivered,3
29-03-2024,30-03-2024,BE-11243,Distributor,Medium,PROD-COM-68,Computing,Pro Monitor 27,120.0,279.0,CUST-168,Customer 168,Corporate,Germany,EMEA,Berlin,6,1674.0,0.0%,0.00,1674.00,720.00,954.00,57.0%,28.21,Standard,Delivered,1
20-06-2025,27-06-2025,BE-11244,Online,High,PROD-MOB-41,Mobile,Alpha Lite,150.0,349.0,CUST-927,Customer 927,Corporate,Germany,EMEA,Berlin,13,4537.0,5.0%,226.85,4310.15,1950.00,2360.15,54.8%,50.52,Express,Delivered,2
05-01-2025,07-01-2025,BE-11245,In-Store,High,PROD-COM-57,Computing,Apex Desktop,750.0,1599.0,CUST-793,Customer 793,Consumer,Australia,APAC,Sydney,8,12792.0,0.0%,0.00,12792.00,6000.00,6792.00,53.1%,34.68,Express,Delivered,3
06-10-2025,13-10-2025,BE-11246,In-Store,High,PROD-WEA-38,Wearables,FitTrack Watch,50.0,149.0,CUST-286,Customer 286,Consumer,Germany,EMEA,Berlin,14,2086.0,5.0%,104.30,1981.70,700.00,1281.70,64.7%,44.50,Overnight,Returned,4
27-07-2025,30-07-2025,BE-11247,In-Store,Medium,PROD-SMA-88,Smart Home,Omni Speaker,25.0,69.0,CUST-798,Customer 798,Consumer,USA,NA,New York,5,345.0,0.0%,0.00,345.00,125.00,220.00,63.8%,17.08,Express,Delivered,3
21-08-2024,23-08-2024,BE-11248,Online,Medium,PROD-SMA-65,Smart Home,Beacon Camera,35.0,99.0,CUST-903,Customer 903,Corporate,Brazil,LATAM,Sao Paulo,5,495.0,0.0%,0.00,495.00,175.00,320.00,64.7%,14.75,Standard,Delivered,3
22-11-2025,25-11-2025,BE-11249,Online,Medium,PROD-SMA-29,Smart Home,Beacon Camera,35.0,99.0,CUST-867,Customer 867,Consumer,Germany,EMEA,Berlin,7,693.0,10.0%,69.30,623.70,245.00,378.70,60.7%,33.54,Standard,Delivered,3
25-10-2024,28-10-2024,BE-11250,Distributor,Medium,PROD-MOB-23,Mobile,Alpha Lite,150.0,349.0,CUST-450,Customer 450,Consumer,Canada,NA,Toronto,10,3490.0,0.0%,0.00,3490.00,1500.00,1990.00,57.0%,23.99,Express,Delivered,5
06-06-2025,11-06-2025,BE-11251,In-Store,Medium,PROD-AUD-28,Audio,Wave Soundbar,110.0,299.0,CUST-387,Customer 387,Corporate,Mexico,LATAM,Mexico City,11,3289.0,0.0%,0.00,3289.00,1210.00,2079.00,63.2%,23.86,Standard,Delivered,3
08-03-2024,12-03-2024,BE-11252,Distributor,High,PROD-SMA-51,Smart Home,Omni Speaker,25.0,69.0,CUST-977,Customer 977,Corporate,Canada,NA,Toronto,6,414.0,0.0%,0.00,414.00,150.00,264.00,63.8%,23.69,Standard,Delivered,4
28-11-2025,03-12-2025,BE-11253,In-Store,Medium,PROD-SMA-96,Smart Home,Beacon Camera,35.0,99.0,CUST-457,Customer 457,Corporate,Japan,APAC,Tokyo,12,1188.0,10.0%,118.80,1069.20,420.00,649.20,60.7%,55.82,Standard,Delivered,3
29-07-2025,01-08-2025,BE-11254,Online,Critical,PROD-WEA-23,Wearables,FitTrack Watch,50.0,149.0,CUST-402,Customer 402,Corporate,India,APAC,Mumbai,5,745.0,5.0%,37.25,707.75,250.00,457.75,64.7%,12.23,Express,Delivered,5
13-04-2026,15-04-2026,BE-11255,In-Store,Medium,PROD-SMA-56,Smart Home,Omni Speaker,25.0,69.0,CUST-490,Customer 490,Corporate,Australia,APAC,Sydney,4,276.0,0.0%,0.00,276.00,100.00,176.00,63.8%,15.12,Standard,Delivered,5
06-05-2025,07-05-2025,BE-11256,In-Store,Critical,PROD-SMA-61,Smart Home,Beacon Camera,35.0,99.0,CUST-491,Customer 491,Education,USA,NA,New York,8,792.0,0.0%,0.00,792.00,280.00,512.00,64.7%,23.80,Express,Delivered,5
29-07-2024,01-08-2024,BE-11257,In-Store,Low,PROD-COM-11,Computing,Apex Desktop,750.0,1599.0,CUST-829,Customer 829,Consumer,France,EMEA,Paris,4,6396.0,10.0%,639.60,5756.40,3000.00,2756.40,47.9%,14.66,Overnight,Delivered,5
01-06-2026,04-06-2026,BE-11258,Online,Medium,PROD-AUD-14,Audio,NeoBuds Pro,45.0,120.0,CUST-232,Customer 232,Corporate,France,EMEA,Paris,1,120.0,15.0%,18.00,102.00,45.00,57.00,55.9%,2.95,Express,Delivered,4
21-12-2025,23-12-2025,BE-11259,Online,Medium,PROD-AUD-16,Audio,Wave Soundbar,110.0,299.0,CUST-269,Customer 269,Education,Canada,NA,Toronto,3,897.0,0.0%,0.00,897.00,330.00,567.00,63.2%,13.08,Overnight,Delivered,3
30-06-2025,07-07-2025,BE-11260,In-Store,High,PROD-WEA-46,Wearables,FitTrack Watch,50.0,149.0,CUST-697,Customer 697,Corporate,Mexico,LATAM,Mexico City,9,1341.0,15.0%,201.15,1139.85,450.00,689.85,60.5%,25.33,Express,Delivered,3
23-09-2024,25-09-2024,BE-11261,Distributor,High,PROD-WEA-53,Wearables,Aura Smart Ring,70.0,199.0,CUST-302,Customer 302,Consumer,Germany,EMEA,Berlin,8,1592.0,5.0%,79.60,1512.40,560.00,952.40,63.0%,39.83,Express,Delivered,5
18-05-2025,23-05-2025,BE-11262,Online,Critical,PROD-WEA-69,Wearables,Aura Smart Ring,70.0,199.0,CUST-553,Customer 553,Corporate,Canada,NA,Toronto,11,2189.0,5.0%,109.45,2079.55,770.00,1309.55,63.0%,32.34,Express,Delivered,4
06-07-2025,10-07-2025,BE-11263,Distributor,Medium,PROD-COM-67,Computing,Pro Monitor 27,120.0,279.0,CUST-762,Customer 762,Consumer,Canada,NA,Toronto,7,1953.0,15.0%,292.95,1660.05,840.00,820.05,49.4%,14.76,Standard,Delivered,5
26-01-2024,30-01-2024,BE-11264,In-Store,Critical,PROD-MOB-45,Mobile,Quantum Phone X,400.0,899.0,CUST-952,Customer 952,Consumer,Mexico,LATAM,Mexico City,13,11687.0,0.0%,0.00,11687.00,5200.00,6487.00,55.5%,33.71,Express,Delivered,5
29-11-2025,03-12-2025,BE-11265,Distributor,Critical,PROD-AUD-50,Audio,NeoBuds Pro,45.0,120.0,CUST-773,Customer 773,Corporate,Mexico,LATAM,Mexico City,5,600.0,0.0%,0.00,600.00,225.00,375.00,62.5%,12.51,Overnight,Delivered,5
22-03-2025,25-03-2025,BE-11266,Online,Low,PROD-AUD-54,Audio,Aero Headphones,80.0,199.0,CUST-679,Customer 679,Consumer,UK,EMEA,London,6,1194.0,5.0%,59.70,1134.30,480.00,654.30,57.7%,28.03,Express,Returned,2
15-04-2024,18-04-2024,BE-11267,Online,Medium,PROD-SMA-39,Smart Home,Omni Speaker,25.0,69.0,CUST-426,Customer 426,Corporate,Japan,APAC,Tokyo,5,345.0,5.0%,17.25,327.75,125.00,202.75,61.9%,13.82,Express,Delivered,1
19-04-2026,22-04-2026,BE-11268,In-Store,Medium,PROD-AUD-70,Audio,Wave Soundbar,110.0,299.0,CUST-695,Customer 695,Education,Canada,NA,Toronto,5,1495.0,15.0%,224.25,1270.75,550.00,720.75,56.7%,13.57,Overnight,Delivered,4
24-07-2025,27-07-2025,BE-11269,Distributor,Medium,PROD-SMA-77,Smart Home,Beacon Camera,35.0,99.0,CUST-936,Customer 936,Consumer,France,EMEA,Paris,6,594.0,0.0%,0.00,594.00,210.00,384.00,64.7%,17.57,Standard,Delivered,3
24-11-2025,01-12-2025,BE-11270,In-Store,Medium,PROD-WEA-64,Wearables,Aura Smart Ring,70.0,199.0,CUST-991,Customer 991,Corporate,Mexico,LATAM,Mexico City,13,2587.0,0.0%,0.00,2587.00,910.00,1677.00,64.8%,37.80,Overnight,Delayed,3
17-06-2025,20-06-2025,BE-11271,In-Store,High,PROD-AUD-22,Audio,Aero Headphones,80.0,199.0,CUST-117,Customer 117,Education,USA,NA,New York,2,398.0,0.0%,0.00,398.00,160.00,238.00,59.8%,9.80,Overnight,Delivered,4
26-06-2025,02-07-2025,BE-11272,In-Store,Low,PROD-AUD-61,Audio,NeoBuds Pro,45.0,120.0,CUST-498,Customer 498,Consumer,France,EMEA,Paris,1,120.0,5.0%,6.00,114.00,45.00,69.00,60.5%,3.33,Standard,Delivered,5
15-11-2025,17-11-2025,BE-11273,In-Store,High,PROD-WEA-83,Wearables,FitTrack Watch,50.0,149.0,CUST-876,Customer 876,Corporate,Australia,APAC,Sydney,5,745.0,0.0%,0.00,745.00,250.00,495.00,66.4%,13.82,Express,Delayed,4
02-02-2025,07-02-2025,BE-11274,Distributor,High,PROD-SMA-28,Smart Home,Beacon Camera,35.0,99.0,CUST-255,Customer 255,Corporate,Australia,APAC,Sydney,4,396.0,10.0%,39.60,356.40,140.00,216.40,60.7%,9.87,Standard,Delivered,5
25-06-2025,29-06-2025,BE-11275,Online,Medium,PROD-SMA-12,Smart Home,Omni Speaker,25.0,69.0,CUST-215,Customer 215,Corporate,Australia,APAC,Sydney,8,552.0,0.0%,0.00,552.00,200.00,352.00,63.8%,20.06,Overnight,Delivered,5
13-01-2026,14-01-2026,BE-11276,In-Store,Low,PROD-MOB-15,Mobile,Alpha Lite,150.0,349.0,CUST-618,Customer 618,Education,India,APAC,Mumbai,6,2094.0,15.0%,314.10,1779.90,900.00,879.90,49.4%,20.72,Express,Delivered,5
26-02-2026,01-03-2026,BE-11277,Distributor,Critical,PROD-COM-23,Computing,Apex Desktop,750.0,1599.0,CUST-448,Customer 448,Education,India,APAC,Mumbai,8,12792.0,0.0%,0.00,12792.00,6000.00,6792.00,53.1%,25.48,Overnight,Delivered,5
02-05-2026,04-05-2026,BE-11278,In-Store,Medium,PROD-MOB-25,Mobile,Quantum Phone X,400.0,899.0,CUST-422,Customer 422,Corporate,Brazil,LATAM,Sao Paulo,14,12586.0,0.0%,0.00,12586.00,5600.00,6986.00,55.5%,66.03,Overnight,Delivered,4
